feature,method,rmse,mae,distribution_drift,bias,absolute_bias,variance,execution_time_seconds,downstream_model_accuracy,masked_values
Available_Beds,Linear Interpolation,14.635017541018732,11.401909722222223,1.9592013888888886,0.8463541666666666,0.8463541666666666,437.2529048213252,0.09353459999965708,0.6525,192
Admissions,Linear Interpolation,10.423983541351664,8.340277777777777,2.522569444444445,2.3489583333333335,2.3489583333333335,51.24859845196759,0.09353459999965708,0.6525,192
Discharges,Linear Interpolation,12.831709854020929,10.168402777777777,1.7864583333333335,0.3125,0.3125,67.626708984375,0.09353459999965708,0.6525,192
Doctors,Linear Interpolation,2.386318667405384,1.935763888888889,0.3793402777777778,-0.14583333333333334,0.14583333333333334,7.004819516782407,0.09353459999965708,0.6525,192
Nurses,Linear Interpolation,9.608940727163851,7.5390625,1.9652777777777777,1.875,1.875,85.33931025752315,0.09353459999965708,0.6525,192
Staff_On_Duty,Linear Interpolation,15.671657191259971,12.443576388888888,1.393229166666666,0.7369791666666666,0.7369791666666666,246.3477398907697,0.09353459999965708,0.6525,192
Average_Length_of_Stay,Linear Interpolation,1.2669325892737502,0.9932552083333333,0.3468489583333334,0.02914062499999999,0.02914062499999999,0.511734992811415,0.09353459999965708,0.6525,192
Emergency_Cases,Linear Interpolation,8.81312793271114,7.050694444444445,1.6421875,-0.515625,0.515625,27.838585069444445,0.09353459999965708,0.6525,192
Covid_Cases,Linear Interpolation,3.2153377724184344,2.4296875,0.7682291666666667,-0.1328125,0.1328125,19.20763934100116,0.09353459999965708,0.6525,192
ICU_Beds,Polynomial Interpolation,11.879386828697836,9.731218008595802,1.6251540530091886,-1.0686682813748332,1.0686682813748332,77.039879914002,0.261814499999673,0.6525,192
General_Beds,Polynomial Interpolation,30.995608073111043,24.517636853293947,5.276140294745825,1.398368420224928,1.398368420224928,1267.1074498506707,0.261814499999673,0.6525,192
Emergency_Beds,Polynomial Interpolation,15.809412780591536,12.854189053723857,1.7468869739270636,0.7457288531779431,0.7457288531779431,144.22488649297904,0.261814499999673,0.6525,192
Occupied_Beds,Polynomial Interpolation,32.86917909509555,25.207664988763298,3.4657986249453736,1.0882942556894923,1.0882942556894923,1090.303671867149,0.261814499999673,0.6525,192
Available_Beds,Polynomial Interpolation,18.120033221510074,13.516632155196467,1.8435175313516894,0.8362257916784305,0.8362257916784305,548.8981208600304,0.261814499999673,0.6525,192
Admissions,Polynomial Interpolation,12.383813239081741,10.104527312506297,2.5216581377634366,2.1972621078437693,2.1972621078437693,113.27825208822541,0.261814499999673,0.6525,192
Discharges,Polynomial Interpolation,15.019576295479661,11.85861358822205,1.9027753251291708,0.9842221330694242,0.9842221330694242,128.6369238730355,0.261814499999673,0.6525,192
Doctors,Polynomial Interpolation,2.990295103691469,2.3464075563940288,0.49102489310883224,-0.31789575056083524,0.31789575056083524,9.099889680761098,0.261814499999673,0.6525,192
Nurses,Polynomial Interpolation,11.25272282332137,8.945826507733539,2.576043133722953,2.476188479694382,2.476188479694382,108.97192595056636,0.261814499999673,0.6525,192
Staff_On_Duty,Polynomial Interpolation,18.59832848343282,14.644752299348427,1.9449535736432289,0.4415343875908242,0.4415343875908242,302.34204474779,0.261814499999673,0.6525,192
Average_Length_of_Stay,Polynomial Interpolation,1.5367588186896621,1.2142258775793076,0.1675163486585988,0.030796503567774164,0.030796503567774164,1.3009892379251187,0.261814499999673,0.6525,192
